,label
8616,7
8617,1
8618,7
8619,1
8620,1
8621,7
8622,1
8623,7
8624,7
8625,1
8626,1
8627,1
8628,1
8629,7
8630,7
8631,7
8632,1
8633,7
8634,7
8635,1
8636,1
8637,1
8638,1
8639,1
8640,7
8641,1
8642,1
8643,1
8644,1
8645,1
8646,7
8647,1
8648,1
8649,1
8650,1
8651,1
8652,1
8653,1
8654,7
8655,1
8656,7
8657,7
8658,1
8659,1
8660,1
8661,7
8662,1
8663,1
8664,7
8665,7
8666,1
8667,1
8668,1
8669,1
8670,1
8671,7
8672,1
8673,1
8674,7
8675,1
8676,1
8677,7
8678,1
8679,1
8680,1
8681,1
8682,1
8683,1
8684,1
8685,7
8686,7
8687,7
8688,1
8689,7
8690,1
8691,1
8692,2
8693,1
8694,1
8695,1
8696,7
8697,7
8698,7
8699,7
8700,7
8701,7
8702,1
8703,1
8704,7
8705,1
8706,1
8707,7
8708,7
8709,1
8710,1
8711,7
8712,1
8713,7
8714,1
8715,1
8716,1
8717,7
8718,1
8719,1
8720,1
8721,1
8722,1
8723,1
8724,1
8725,7
8726,7
8727,1
8728,1
8729,1
8730,7
8731,1
8732,1
8733,7
8734,1
8735,1
8736,1
8737,7
8738,1
8739,1
8740,1
8741,1
8742,1
8743,1
8744,1
8745,1
8746,1
8747,1
8748,7
8749,1
8750,1
8751,1
8752,1
8753,1
8754,7
8755,1
8756,1
8757,7
8758,1
8759,7
8760,7
8761,1
8762,1
8763,7
8764,7
8765,1
8766,1
8767,7
8768,1
8769,7
8770,1
8771,7
8772,1
8773,7
8774,1
8775,1
8776,7
8777,7
8778,7
8779,1
8780,7
8781,1
8782,1
8783,1
8784,1
8785,7
8786,1
8787,1
8788,1
8789,7
8790,1
8791,1
8792,1
8793,1
8794,1
8795,7
8796,7
8797,1
8798,1
8799,1
8800,1
8801,1
8802,1
8803,1
8804,7
8805,1
8806,1
8807,7
8808,7
8809,1
8810,1
8811,1
8812,7
8813,1
8814,1
8815,1
8816,1
8817,7
8818,1
8819,1
8820,7
8821,1
8822,1
8823,1
8824,1
8825,7
8826,1
8827,1
8828,7
8829,1
8830,7
8831,1
8832,7
8833,7
8834,1
8835,1
8836,1
8837,1
8838,1
8839,7
8840,1
8841,1
8842,1
8843,1
8844,1
8845,1
8846,1
8847,1
8848,1
8849,7
8850,1
8851,1
8852,1
8853,7
8854,1
8855,1
8856,1
8857,7
8858,7
8859,1
8860,1
8861,1
8862,1
8863,1
8864,1
8865,1
8866,1
8867,1
8868,1
8869,1
8870,1
8871,1
8872,1
8873,1
8874,1
8875,1
8876,1
8877,7
8878,1
8879,2
8880,7
8881,1
8882,1
8883,1
8884,1
8885,1
8886,7
8887,1
8888,1
8889,1
8890,1
8891,1
8892,1
8893,7
8894,7
8895,1
8896,1
8897,7
8898,1
8899,7
8900,1
8901,7
8902,1
8903,1
8904,1
8905,1
8906,7
8907,7
8908,1
8909,7
8910,1
8911,1
8912,1
8913,7
8914,1
8915,1
8916,7
8917,1
8918,7
8919,1
8920,1
8921,1
8922,1
8923,1
8924,1
8925,1
8926,1
8927,1
8928,1
8929,1
8930,7
8931,1
8932,1
8933,1
8934,1
8935,1
8936,1
8937,1
8938,7
8939,1
8940,1
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,7
8949,1
8950,1
8951,1
8952,1
8953,1
8954,1
8955,7
8956,7
8957,1
8958,1
8959,1
8960,1
8961,7
8962,1
8963,7
8964,1
8965,1
8966,1
8967,1
8968,1
8969,1
8970,1
8971,1
8972,1
8973,1
8974,1
8975,7
8976,1
8977,1
8978,1
8979,7
8980,1
8981,1
8982,1
8983,1
8984,1
8985,1
8986,1
8987,1
8988,7
8989,1
8990,1
8991,2
8992,1
8993,1
8994,1
8995,1
8996,1
8997,1
8998,1
8999,1
9000,7
9001,1
9002,1
9003,7
9004,1
9005,1
9006,1
9007,1
9008,1
9009,1
9010,1
9011,7
9012,7
9013,1
9014,7
9015,1
9016,1
9017,1
9018,1
9019,7
9020,7
9021,1
9022,1
9023,1
9024,1
9025,1
9026,7
9027,1
9028,7
9029,7
9030,1
9031,1
9032,7
9033,7
9034,1
9035,1
9036,1
9037,1
9038,7
9039,1
9040,7
9041,7
9042,1
9043,1
9044,1
9045,1
9046,1
9047,7
9048,7
9049,1
9050,7
9051,1
9052,1
9053,1
9054,1
9055,7
9056,1
9057,1
9058,7
9059,7
9060,1
9061,7
9062,1
9063,7
9064,1
9065,1
9066,1
9067,7
9068,1
9069,1
9070,1
9071,1
9072,1
9073,7
9074,7
9075,1
9076,1
9077,1
9078,1
9079,1
9080,1
9081,7
9082,1
9083,7
9084,1
9085,1
9086,7
9087,7
9088,1
9089,1
9090,1
9091,1
9092,1
9093,1
9094,7
9095,1
9096,1
9097,1
9098,1
9099,7
9100,1
9101,1
9102,1
9103,1
9104,1
9105,1
9106,7
9107,1
9108,1
9109,1
9110,1
9111,7
9112,1
9113,1
9114,1
9115,1
9116,7
9117,1
9118,1
9119,7
9120,1
9121,1
9122,1
9123,1
9124,1
9125,1
9126,1
9127,7
9128,7
9129,1
9130,1
9131,7
9132,1
9133,7
9134,7
9135,1
9136,1
9137,1
9138,1
9139,7
9140,1
9141,7
9142,1
9143,1
9144,7
9145,1
9146,1
9147,1
9148,7
9149,7
9150,7
9151,1
9152,1
9153,1
9154,7
9155,1
9156,7
9157,1
9158,7
9159,7
9160,1
9161,1
9162,1
9163,1
9164,1
9165,1
9166,1
9167,1
9168,1
9169,7
9170,7
9171,1
9172,1
9173,1
9174,1
9175,1
9176,1
9177,1
9178,1
9179,1
9180,7
9181,1
9182,1
9183,1
9184,7
9185,1
9186,1
9187,1
9188,1
9189,1
9190,1
9191,1
9192,1
9193,7
9194,1
9195,1
9196,1
9197,7
9198,1
9199,1
9200,1
9201,7
9202,1
9203,7
9204,1
9205,1
9206,1
9207,1
9208,7
9209,1
9210,1
9211,1
9212,1
9213,1
9214,7
9215,1
9216,1
9217,1
9218,1
9219,7
9220,7
9221,1
9222,1
9223,1
9224,1
9225,1
9226,1
9227,2
9228,1
9229,1
9230,1
9231,1
9232,1
9233,1
9234,7
9235,7
9236,1
9237,1
9238,7
9239,2
9240,7
9241,1
9242,7
9243,1
9244,7
9245,7
9246,1
9247,1
9248,1
9249,1
9250,1
9251,1
9252,1
9253,1
9254,1
9255,1
9256,7
9257,1
9258,1
9259,7
9260,7
9261,1
9262,1
9263,7
9264,1
9265,7
9266,1
9267,1
9268,1
9269,1
9270,1
9271,7
9272,1
9273,1
9274,1
9275,1
9276,1
9277,1
9278,7
9279,1
9280,7
9281,1
9282,1
9283,1
9284,7
9285,1
9286,7
9287,1
9288,7
9289,1
9290,1
9291,1
9292,7
9293,1
9294,1
9295,1
9296,1
9297,1
9298,1
9299,1
9300,7
9301,1
9302,7
9303,1
9304,1
9305,1
9306,1
9307,7
9308,7
9309,1
9310,1
9311,1
9312,1
9313,1
9314,1
9315,1
9316,1
9317,1
9318,1
9319,1
9320,1
9321,1
9322,7
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,1
9332,1
9333,1
9334,7
9335,1
9336,1
9337,7
9338,1
9339,1
9340,7
9341,1
9342,1
9343,1
9344,1
9345,1
9346,1
9347,1
9348,1
9349,7
9350,7
9351,1
9352,7
9353,1
9354,1
9355,7
9356,1
9357,7
9358,7
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,7
9368,1
9369,1
9370,1
9371,1
9372,1
9373,1
9374,1
9375,1
9376,1
9377,1
9378,1
9379,1
9380,1
9381,1
9382,1
9383,7
9384,1
9385,1
9386,1
9387,1
9388,1
9389,7
9390,1
9391,1
9392,7
9393,7
9394,1
9395,1
9396,7
9397,1
9398,1
9399,1
9400,1
9401,7
9402,1
9403,1
9404,1
9405,7
9406,1
9407,1
9408,1
9409,1
9410,7
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,7
9418,1
9419,1
9420,7
9421,7
9422,1
9423,1
9424,1
9425,1
9426,1
9427,1
9428,1
9429,1
9430,7
9431,1
9432,1
9433,1
9434,1
9435,1
9436,7
9437,1
9438,1
9439,7
9440,1
9441,7
9442,1
9443,1
9444,7
9445,1
9446,1
9447,1
9448,1
9449,1
9450,1
9451,1
9452,7
9453,7
9454,1
9455,1
9456,1
9457,1
9458,7
9459,1
9460,1
9461,1
9462,1
9463,1
9464,1
9465,1
9466,1
9467,7
9468,1
9469,1
9470,1
9471,1
9472,7
9473,1
9474,1
9475,1
9476,1
9477,7
9478,1
9479,7
9480,1
9481,7
9482,1
9483,1
9484,1
9485,1
9486,1
9487,1
9488,1
9489,7
9490,1
9491,7
9492,1
9493,1
9494,1
9495,1
9496,1
9497,1
9498,1
9499,1
9500,1
9501,1
9502,7
9503,7
9504,1
9505,1
9506,1
9507,1
9508,1
9509,1
9510,1
9511,7
9512,1
9513,1
9514,1
9515,7
9516,1
9517,1
9518,1
9519,1
9520,1
9521,7
9522,7
9523,1
9524,7
9525,1
9526,7
9527,7
9528,1
9529,1
9530,1
9531,7
9532,1
9533,1
9534,1
9535,1
9536,7
9537,1
9538,1
9539,1
9540,7
9541,7
9542,1
9543,1
9544,1
9545,1
9546,7
9547,1
9548,1
9549,1
9550,1
9551,7
9552,1
9553,1
9554,1
9555,1
9556,1
9557,1
9558,1
9559,7
9560,1
9561,1
9562,1
9563,1
9564,1
9565,1
9566,7
9567,1
9568,7
9569,7
9570,1
9571,1
9572,1
9573,1
9574,7
9575,7
9576,7
9577,1
9578,7
9579,1
9580,1
9581,1
9582,1
9583,7
9584,1
9585,1
9586,1
9587,1
9588,1
9589,1
9590,1
9591,7
9592,1
9593,1
9594,1
9595,1
9596,1
9597,1
9598,7
9599,1
9600,1
9601,1
9602,1
9603,1
9604,1
9605,1
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9612,1
9613,1
9614,1
9615,7
9616,1
9617,7
9618,1
9619,7
9620,7
9621,7
9622,7
9623,1
9624,7
9625,7
9626,1
9627,1
9628,1
9629,7
9630,1
9631,1
9632,1
9633,1
9634,7
9635,1
9636,1
9637,1
9638,1
9639,7
9640,1
9641,1
9642,7
9643,1
9644,1
9645,1
9646,7
9647,1
9648,1
9649,1
9650,1
9651,1
9652,1
9653,7
9654,7
9655,1
9656,7
9657,1
9658,1
9659,1
9660,1
9661,7
9662,1
9663,1
9664,1
9665,1
9666,1
9667,7
9668,1
9669,1
9670,1
9671,1
9672,7
9673,1
9674,1
9675,1
9676,7
9677,1
9678,1
9679,1
9680,1
9681,7
9682,1
9683,1
9684,1
9685,1
9686,7
9687,1
9688,7
9689,1
9690,1
9691,7
9692,1
9693,1
9694,1
9695,1
9696,1
9697,1
9698,1
9699,1
9700,1
9701,1
9702,7
9703,1
9704,1
9705,1
9706,1
9707,1
9708,1
9709,1
9710,7
9711,1
9712,7
9713,1
9714,1
9715,1
9716,1
9717,1
9718,7
9719,1
9720,1
9721,1
9722,1
9723,1
9724,2
9725,7
9726,1
9727,1
9728,1
9729,7
9730,1
9731,7
9732,7
9733,1
9734,7
9735,7
9736,1
9737,1
9738,1
9739,1
9740,1
9741,1
9742,1
9743,1
9744,1
9745,7
9746,1
9747,7
9748,7
9749,1
9750,1
9751,7
9752,1
9753,7
9754,1
9755,1
9756,7
9757,1
9758,1
9759,7
9760,1
9761,7
9762,1
9763,1
9764,1
9765,1
9766,1
9767,1
9768,1
9769,7
9770,1
9771,1
9772,1
9773,1
9774,1
9775,1
9776,1
9777,1
9778,1
9779,1
9780,1
9781,1
9782,7
9783,1
9784,7
9785,7
9786,7
9787,7
9788,1
9789,1
9790,7
9791,1
9792,1
9793,1
9794,1
9795,7
9796,1
9797,1
9798,1
9799,1
9800,1
9801,7
9802,1
9803,1
9804,1
9805,1
9806,1
9807,1
9808,1
9809,1
9810,1
9811,1
9812,1
9813,1
9814,1
9815,1
9816,1
9817,1
9818,7
9819,1
9820,7
9821,1
9822,1
9823,1
9824,1
9825,1
9826,1
9827,1
9828,1
9829,1
9830,7
9831,1
9832,1
9833,7
9834,1
9835,1
9836,7
9837,7
9838,1
9839,7
9840,1
9841,1
9842,1
9843,1
9844,7
9845,1
9846,7
9847,1
9848,1
9849,7
9850,1
9851,7
9852,1
9853,1
9854,1
9855,1
9856,7
9857,1
9858,7
9859,7
9860,7
9861,7
9862,1
9863,7
9864,1
9865,1
9866,7
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,1
9874,1
9875,7
9876,1
9877,1
9878,7
9879,1
9880,7
9881,1
9882,1
9883,1
9884,1
9885,1
9886,1
9887,7
9888,1
9889,1
9890,7
9891,1
9892,1
9893,1
9894,1
9895,1
9896,1
9897,7
9898,7
9899,7
9900,1
9901,1
9902,1
9903,7
9904,1
9905,7
9906,1
9907,1
9908,1
9909,7
9910,1
9911,1
9912,7
9913,1
9914,1
9915,7
9916,1
9917,1
9918,1
9919,1
9920,1
9921,1
9922,7
9923,7
9924,1
9925,1
9926,1
9927,1
9928,7
9929,1
9930,1
9931,1
9932,1
9933,1
9934,7
9935,7
9936,7
9937,1
9938,1
9939,1
9940,1
9941,1
9942,1
9943,1
9944,7
9945,1
9946,1
9947,1
9948,1
9949,1
9950,1
9951,1
9952,1
9953,1
9954,1
9955,1
9956,1
9957,1
9958,7
9959,7
9960,1
9961,1
9962,1
9963,1
9964,7
9965,1
9966,1
9967,7
9968,7
9969,1
9970,7
9971,1
9972,7
9973,7
9974,1
9975,1
9976,7
9977,1
9978,1
9979,1
9980,1
9981,7
9982,1
9983,1
9984,7
9985,1
9986,1
9987,1
9988,7
9989,7
9990,7
9991,7
9992,7
9993,7
9994,1
9995,7
9996,1
9997,7
9998,1
9999,1
10000,7
10001,1
10002,7
10003,1
10004,1
10005,1
10006,1
10007,7
10008,1
10009,7
10010,1
10011,7
10012,7
10013,1
10014,1
10015,1
10016,1
10017,7
10018,1
10019,1
10020,7
10021,1
10022,1
10023,1
10024,1
10025,1
10026,1
10027,7
10028,1
10029,1
10030,7
10031,1
10032,7
10033,1
10034,1
10035,1
10036,7
10037,1
10038,1
10039,1
10040,1
10041,1
10042,1
10043,1
10044,1
10045,7
10046,1
10047,1
10048,1
10049,1
10050,1
10051,1
10052,1
10053,1
10054,1
10055,7
10056,7
10057,7
10058,1
10059,1
10060,7
10061,7
10062,1
10063,7
10064,1
10065,7
10066,7
10067,7
10068,7
10069,7
10070,1
10071,1
10072,1
10073,7
10074,1
10075,1
10076,1
10077,7
10078,7
10079,1
10080,1
10081,1
10082,1
10083,1
10084,1
10085,1
10086,1
10087,1
10088,1
10089,7
10090,1
10091,1
10092,1
10093,1
10094,1
10095,1
10096,1
10097,1
10098,1
10099,7
10100,1
10101,7
10102,1
10103,7
10104,1
10105,7
10106,1
10107,1
10108,1
10109,7
10110,1
10111,1
10112,7
10113,1
10114,1
10115,1
10116,1
10117,7
10118,1
10119,1
10120,7
10121,7
10122,1
10123,1
10124,1
10125,1
10126,1
10127,1
10128,1
10129,7
10130,1
10131,1
10132,1
10133,1
10134,1
10135,1
10136,1
10137,7
10138,1
10139,7
10140,1
10141,1
10142,1
10143,1
10144,1
10145,1
10146,1
10147,7
10148,1
10149,7
10150,1
10151,1
10152,1
10153,1
10154,1
10155,1
10156,7
10157,7
10158,1
10159,1
10160,7
10161,7
10162,7
10163,7
10164,1
10165,1
10166,1
10167,7
10168,1
10169,1
10170,1
10171,7
10172,1
10173,7
10174,1
10175,7
10176,1
10177,1
10178,1
10179,1
10180,7
10181,1
10182,1
10183,1
10184,1
10185,1
10186,1
10187,1
10188,1
10189,1
10190,7
10191,7
10192,1
10193,1
10194,7
10195,1
10196,1
10197,1
10198,1
10199,1
10200,1
10201,1
10202,1
10203,1
10204,7
10205,1
10206,1
10207,7
10208,1
10209,7
10210,1
10211,1
10212,1
10213,7
10214,7
10215,7
10216,1
10217,1
10218,1
10219,1
10220,1
10221,7
10222,1
10223,1
10224,1
10225,1
10226,1
10227,1
10228,7
10229,1
10230,7
10231,7
10232,1
10233,1
10234,7
10235,1
10236,1
10237,1
10238,1
10239,1
10240,7
10241,7
10242,1
10243,1
10244,1
10245,1
10246,7
10247,7
10248,7
10249,1
10250,1
10251,7
10252,1
10253,1
10254,1
10255,1
10256,1
10257,1
10258,1
10259,1
10260,1
10261,7
10262,1
10263,1
10264,7
10265,1
10266,7
10267,1
10268,1
10269,7
10270,1
10271,1
10272,7
10273,7
10274,1
10275,1
10276,1
10277,7
10278,1
10279,1
10280,1
10281,1
10282,1
10283,1
10284,7
10285,7
10286,1
10287,7
10288,1
10289,7
10290,1
10291,1
10292,1
10293,1
10294,7
10295,7
10296,7
10297,1
10298,1
10299,7
10300,7
10301,1
10302,7
10303,1
10304,1
10305,1
10306,1
10307,1
10308,1
10309,1
10310,1
10311,7
10312,7
10313,7
10314,1
10315,1
10316,1
10317,1
10318,1
10319,1
10320,1
10321,7
10322,1
10323,1
10324,1
10325,1
10326,1
10327,1
10328,1
10329,1
10330,1
10331,7
10332,1
10333,1
10334,7
10335,1
10336,1
10337,1
10338,1
10339,7
10340,1
10341,1
10342,1
10343,1
10344,1
10345,1
10346,1
10347,7
10348,7
10349,1
10350,1
10351,7
10352,1
10353,1
10354,1
10355,7
10356,1
10357,7
10358,1
10359,1
10360,1
10361,1
10362,1
10363,1
10364,1
10365,1
10366,7
10367,1
10368,1
10369,7
10370,1
10371,1
10372,7
10373,1
10374,1
10375,1
10376,7
10377,1
10378,1
10379,1
10380,7
10381,1
10382,1
10383,7
10384,1
10385,1
10386,7
10387,7
10388,7
10389,1
10390,7
10391,1
10392,1
10393,1
10394,1
10395,7
10396,1
10397,1
10398,1
10399,7
10400,1
10401,1
10402,7
10403,7
10404,1
10405,1
10406,7
10407,1
10408,1
10409,1
10410,1
10411,7
10412,1
10413,1
10414,1
10415,7
10416,1
10417,7
10418,1
10419,1
10420,1
10421,1
10422,7
10423,1
10424,1
10425,7
10426,1
10427,1
10428,1
10429,1
10430,1
10431,1
10432,7
10433,1
10434,1
10435,1
10436,1
10437,1
10438,7
10439,1
10440,1
10441,1
10442,1
10443,1
10444,1
10445,1
10446,7
10447,1
10448,1
10449,1
10450,1
10451,1
10452,7
10453,1
10454,1
10455,1
10456,1
10457,1
10458,7
10459,7
10460,7
10461,1
10462,1
10463,1
10464,1
10465,1
10466,1
10467,7
10468,1
10469,1
10470,1
10471,1
10472,1
10473,1
10474,1
10475,1
10476,1
10477,1
10478,1
10479,1
10480,1
10481,1
10482,7
10483,1
10484,7
10485,1
10486,7
10487,1
10488,1
10489,7
10490,1
10491,1
10492,1
10493,1
10494,1
10495,1
10496,1
10497,1
10498,1
10499,1
10500,7
10501,1
10502,7
10503,7
10504,1
10505,1
10506,1
10507,7
10508,1
10509,1
10510,1
10511,1
10512,1
10513,7
10514,1
10515,1
10516,1
10517,1
10518,1
10519,1
10520,1
10521,7
10522,7
10523,1
10524,1
10525,1
10526,1
10527,1
10528,1
10529,1
10530,1
10531,1
10532,1
10533,1
10534,7
10535,7
10536,1
10537,1
10538,1
10539,7
10540,1
10541,1
10542,1
10543,7
10544,7
10545,1
10546,1
10547,1
10548,1
10549,7
10550,1
10551,7
10552,1
10553,1
10554,1
10555,1
10556,1
10557,1
10558,7
10559,7
10560,1
10561,1
10562,1
10563,7
10564,7
10565,1
10566,7
10567,1
10568,1
10569,1
10570,1
10571,7
10572,1
10573,1
10574,1
10575,1
10576,7
10577,1
10578,1
10579,1
10580,1
10581,1
10582,1
10583,1
10584,1
10585,1
10586,1
10587,1
10588,7
10589,7
10590,1
10591,1
10592,1
10593,1
10594,7
10595,1
10596,7
10597,1
10598,7
10599,1
10600,1
10601,1
10602,7
10603,1
10604,1
10605,1
10606,1
10607,1
10608,7
10609,1
10610,1
10611,1
10612,1
10613,7
10614,1
10615,7
10616,1
10617,1
10618,1
10619,1
10620,7
10621,1
10622,1
10623,1
10624,1
10625,1
10626,1
10627,1
10628,1
10629,1
10630,7
10631,1
10632,1
10633,7
10634,1
10635,1
10636,1
10637,1
10638,7
10639,1
10640,1
10641,7
10642,1
10643,1
10644,1
10645,7
10646,1
10647,1
10648,1
10649,1
10650,1
10651,1
10652,7
10653,1
10654,1
10655,7
10656,7
10657,7
10658,1
10659,7
10660,1
10661,1
10662,1
10663,7
10664,7
10665,1
10666,7
10667,1
10668,1
10669,1
10670,1
10671,1
10672,7
10673,1
10674,7
10675,1
10676,1
10677,1
10678,1
10679,1
10680,1
10681,1
10682,1
10683,1
10684,1
10685,7
10686,7
10687,7
10688,1
10689,1
10690,1
10691,1
10692,1
10693,1
10694,1
10695,7
10696,1
10697,1
10698,7
10699,1
10700,7
10701,1
10702,1
10703,7
10704,1
10705,1
10706,1
10707,7
10708,7
10709,1
10710,1
10711,1
10712,7
10713,1
10714,1
10715,1
10716,1
10717,1
10718,1
10719,1
10720,1
10721,1
10722,1
10723,1
10724,1
10725,1
10726,7
10727,1
10728,1
10729,1
10730,7
10731,1
10732,7
10733,1
10734,7
10735,1
10736,1
10737,1
10738,1
10739,1
10740,7
10741,1
10742,1
10743,1
10744,7
10745,1
10746,7
10747,1
10748,1
10749,1
10750,1
10751,7
10752,1
10753,1
10754,7
10755,1
10756,1
10757,7
10758,1
10759,1
10760,7
10761,1
10762,7
10763,1
10764,1
10765,1
10766,1
10767,1
10768,1
10769,1
10770,1
10771,1
10772,1
10773,7
10774,1
10775,1
10776,1
10777,1
10778,1
10779,7
10780,1
10781,1
10782,1
10783,7
10784,7
10785,1
10786,1
10787,7
10788,1
10789,1
10790,1
10791,1
10792,7
10793,7
10794,7
10795,1
10796,1
10797,1
10798,7
10799,1
10800,1
10801,1
10802,1
10803,1
10804,1
10805,1
10806,1
10807,1
10808,1
10809,1
10810,1
10811,1
10812,1
10813,1
10814,1
10815,1
10816,1
10817,1
10818,1
10819,1
10820,1
10821,7
10822,1
10823,7
10824,1
10825,1
10826,1
10827,1
10828,1
10829,1
10830,7
10831,1
10832,1
10833,7
10834,1
10835,1
10836,1
10837,1
10838,1
10839,7
10840,1
10841,7
10842,1
10843,7
10844,1
10845,1
10846,7
10847,1
10848,1
10849,7
10850,1
10851,7
10852,1
10853,7
10854,1
10855,1
10856,1
10857,7
10858,1
10859,1
10860,1
10861,7
10862,1
10863,1
10864,7
10865,1
10866,7
10867,1
10868,1
10869,1
10870,1
10871,1
10872,1
10873,1
10874,1
10875,1
10876,7
10877,7
10878,1
10879,1
10880,1
10881,1
10882,7
10883,1
10884,1
10885,1
10886,1
10887,1
10888,1
10889,1
10890,1
10891,1
10892,1
10893,1
10894,1
10895,7
10896,7
10897,1
10898,1
10899,1
10900,1
10901,1
10902,1
10903,1
10904,1
10905,1
10906,1
10907,1
10908,1
10909,7
10910,1
10911,1
10912,1
10913,1
10914,1
10915,1
10916,1
10917,1
10918,7
10919,1
10920,7
10921,1
10922,1
10923,7
10924,1
10925,1
10926,1
10927,1
10928,7
10929,1
10930,1
10931,1
10932,1
10933,7
10934,1
10935,1
10936,1
10937,7
10938,7
10939,1
10940,7
10941,7
10942,1
10943,1
10944,1
10945,1
10946,1
10947,1
10948,1
10949,1
10950,7
10951,1
10952,1
10953,1
10954,1
10955,7
10956,1
10957,1
10958,1
10959,1
10960,7
10961,1
10962,1
10963,1
10964,1
10965,1
10966,1
10967,1
10968,7
10969,7
10970,7
10971,1
10972,1
10973,1
10974,7
10975,2
10976,7
10977,1
10978,1
10979,1
10980,1
10981,1
10982,7
10983,1
10984,7
10985,1
10986,1
10987,1
10988,1
10989,1
10990,1
10991,7
10992,7
10993,1
10994,7
10995,1
10996,7
10997,1
10998,7
10999,1
11000,1
11001,1
11002,7
11003,1
11004,7
11005,1
11006,1
11007,1
11008,7
11009,1
11010,1
11011,1
11012,1
11013,7
11014,1
11015,7
11016,1
11017,1
11018,2
11019,1
11020,1
11021,1
11022,7
11023,1
11024,7
11025,1
11026,7
11027,1
11028,1
11029,7
11030,1
11031,1
11032,1
11033,7
11034,1
11035,7
11036,1
11037,1
11038,1
11039,1
11040,1
11041,1
11042,1
11043,1
11044,7
11045,1
11046,1
11047,1
11048,1
11049,1
11050,1
11051,7
11052,7
11053,1
11054,1
11055,1
11056,1
11057,1
11058,1
11059,1
11060,1
11061,7
11062,7
11063,7
11064,1
11065,1
11066,7
11067,1
11068,1
11069,1
11070,7
11071,7
11072,1
11073,1
11074,1
11075,1
11076,1
11077,7
11078,1
11079,1
11080,1
11081,1
11082,7
11083,1
11084,7
11085,1
11086,1
11087,1
11088,1
11089,7
11090,1
11091,1
11092,1
11093,1
11094,7
11095,7
11096,1
11097,1
11098,7
11099,1
11100,1
11101,1
11102,1
11103,1
11104,1
11105,1
11106,1
11107,1
11108,1
11109,1
11110,1
11111,7
11112,1
11113,1
11114,1
11115,1
11116,7
11117,1
11118,1
11119,1
11120,7
11121,1
11122,1
11123,1
11124,1
11125,1
11126,1
11127,1
11128,7
11129,1
11130,1
11131,1
11132,1
11133,1
11134,1
11135,1
11136,1
11137,7
11138,1
11139,1
11140,1
11141,1
11142,1
11143,1
11144,1
11145,1
11146,1
11147,1
11148,1
11149,7
11150,7
11151,1
11152,1
11153,7
11154,1
11155,7
11156,7
11157,1
11158,1
11159,1
11160,7
11161,1
11162,1
11163,7
11164,1
11165,1
11166,1
11167,1
11168,1
11169,7
11170,1
11171,1
11172,1
11173,1
11174,1
11175,1
11176,1
11177,7
11178,1
11179,7
11180,7
11181,7
11182,7
11183,1
11184,1
11185,7
11186,1
11187,1
11188,1
11189,1
11190,1
11191,1
11192,1
11193,1
11194,1
11195,1
11196,1
11197,1
11198,7
11199,1
11200,7
11201,7
11202,1
11203,1
11204,1
11205,1
11206,7
11207,1
11208,1
11209,1
11210,1
11211,1
11212,7
11213,1
11214,1
11215,7
11216,1
11217,1
11218,7
11219,7
11220,1
11221,7
11222,1
11223,1
11224,7
11225,1
11226,7
11227,1
11228,1
11229,1
11230,1
11231,1
11232,1
11233,7
11234,1
11235,1
11236,7
11237,1
11238,1
11239,1
11240,1
11241,1
11242,1
11243,1
11244,1
11245,7
11246,7
11247,1
11248,1
11249,1
11250,1
11251,1
11252,1
11253,1
11254,1
11255,1
11256,1
11257,1
11258,1
11259,1
11260,1
11261,7
11262,1
11263,1
11264,1
11265,1
11266,1
11267,1
11268,1
11269,1
11270,0
11271,1
11272,1
11273,1
11274,1
11275,1
11276,1
11277,1
11278,1
11279,1
11280,1
11281,1
11282,1
11283,1
11284,1
11285,7
11286,1
11287,1
11288,1
11289,7
11290,7
11291,7
11292,1
11293,1
11294,7
11295,1
11296,1
11297,1
11298,1
11299,1
11300,1
11301,7
11302,7
11303,1
11304,1
11305,1
11306,1
11307,1
11308,1
11309,1
11310,1
11311,1
11312,1
11313,2
11314,1
11315,1
11316,1
11317,1
11318,1
11319,1
11320,1
11321,7
11322,1
11323,1
11324,1
11325,1
11326,1
11327,1
11328,1
11329,1
11330,1
11331,1
11332,1
11333,1
11334,7
11335,1
11336,1
11337,7
11338,1
11339,1
11340,7
11341,7
11342,7
11343,1
11344,1
11345,7
11346,1
11347,1
11348,1
11349,1
11350,1
11351,1
11352,7
11353,1
11354,1
11355,7
11356,7
11357,7
11358,1
11359,1
11360,7
11361,1
11362,1
11363,1
11364,1
11365,1
11366,7
11367,1
11368,1
11369,7
11370,7
11371,7
11372,7
11373,7
11374,1
11375,1
11376,7
11377,1
11378,7
11379,7
11380,7
11381,1
11382,1
11383,1
11384,1
11385,7
11386,1
11387,1
11388,1
11389,1
11390,7
11391,1
11392,1
11393,7
11394,1
11395,7
11396,1
11397,7
11398,1
11399,7
11400,1
11401,1
11402,1
11403,1
11404,1
11405,1
11406,1
11407,1
11408,1
11409,1
11410,1
11411,1
11412,1
11413,1
11414,1
